client_id,age,job,marital,education,credit_default,mortgage
54,55,blue-collar,married,basic_4y,0,no
55,55,technician,married,professional_course,0,yes
56,50,management,married,university_degree,0,no
57,45,services,married,high_school,0,yes
58,55,unemployed,married,professional_course,0,yes
59,25,technician,single,university_degree,0,yes
60,47,entrepreneur,married,university_degree,0,no
61,51,blue-collar,married,basic_9y,0,yes
62,42,blue-collar,married,basic_6y,0,yes
63,42,blue-collar,married,basic_6y,0,no
64,48,admin,married,high_school,0,no
65,37,admin,married,university_degree,0,no
66,44,blue-collar,single,basic_9y,0,yes
67,33,admin,married,unknown,0,yes
68,56,admin,married,basic_9y,0,yes
69,44,blue-collar,single,basic_4y,0,yes
70,41,management,married,basic_6y,0,no
71,44,management,divorced,university_degree,0,yes
72,47,admin,married,university_degree,0,yes
73,57,unknown,married,unknown,0,no
74,37,admin,married,university_degree,0,yes
75,41,blue-collar,divorced,basic_4y,0,yes
76,55,technician,married,university_degree,0,no
77,33,services,married,high_school,0,yes
78,55,management,married,unknown,0,yes
79,42,blue-collar,married,basic_9y,0,no
80,50,blue-collar,married,basic_4y,0,yes
81,51,blue-collar,married,basic_4y,0,unknown
82,38,admin,married,high_school,0,no
83,49,entrepreneur,married,university_degree,0,yes
84,38,technician,single,university_degree,0,no
85,31,admin,divorced,high_school,0,no
86,41,management,married,basic_6y,0,no
87,39,admin,married,university_degree,0,yes
88,49,technician,married,basic_9y,0,no
89,34,admin,married,high_school,0,yes
90,35,admin,married,university_degree,0,yes
91,57,unknown,married,unknown,0,yes
92,60,admin,married,unknown,0,no
93,33,unemployed,married,basic_9y,0,no
94,42,blue-collar,married,basic_6y,0,no
95,45,services,married,professional_course,0,yes
96,42,management,married,university_degree,0,no
97,53,admin,divorced,university_degree,0,no
98,37,technician,single,professional_course,0,no
99,44,blue-collar,married,basic_6y,0,no
100,54,services,married,unknown,0,yes
101,49,blue-collar,married,basic_4y,0,no
102,54,services,married,unknown,0,no
103,52,admin,divorced,university_degree,0,no
104,52,admin,divorced,university_degree,0,no
105,43,services,single,high_school,0,no
106,34,housemaid,married,basic_6y,0,yes
107,35,admin,married,high_school,0,yes
108,42,entrepreneur,married,unknown,0,yes
109,43,technician,married,unknown,0,yes
110,60,retired,divorced,university_degree,0,no
111,58,unemployed,married,basic_4y,0,no
112,35,services,divorced,high_school,0,yes
113,55,blue-collar,married,basic_9y,0,yes
114,37,management,married,university_degree,0,no
115,36,blue-collar,married,high_school,0,no
116,52,admin,divorced,university_degree,0,no
117,57,blue-collar,divorced,unknown,0,yes
118,56,admin,married,unknown,0,yes
119,48,blue-collar,divorced,basic_4y,0,yes
120,40,blue-collar,married,high_school,0,yes
121,49,blue-collar,divorced,high_school,0,no
122,41,services,married,high_school,0,no
123,45,technician,married,high_school,0,yes
124,32,admin,married,university_degree,0,yes
125,42,admin,married,university_degree,0,no
126,50,admin,married,basic_6y,0,no
127,31,technician,divorced,professional_course,0,yes
128,56,retired,married,basic_4y,0,yes
129,41,technician,married,professional_course,0,yes
130,37,blue-collar,married,basic_6y,0,yes
131,41,technician,married,professional_course,0,no
132,35,blue-collar,married,unknown,0,yes
133,37,blue-collar,married,basic_6y,0,yes
134,52,management,married,university_degree,0,no
135,39,management,divorced,university_degree,0,no
136,39,housemaid,married,basic_4y,0,no
137,56,blue-collar,married,basic_4y,0,no
138,34,services,married,high_school,0,yes
139,45,blue-collar,married,basic_9y,0,yes
140,43,unemployed,single,university_degree,0,yes
141,56,management,married,unknown,0,yes
142,39,management,married,university_degree,0,yes
143,53,blue-collar,married,basic_4y,0,yes
144,38,unknown,divorced,high_school,0,yes
145,42,blue-collar,married,basic_4y,0,yes
146,42,blue-collar,married,basic_4y,0,no
147,35,admin,single,high_school,0,yes
148,40,admin,married,university_degree,0,yes
149,51,blue-collar,married,basic_4y,0,yes
150,60,blue-collar,married,basic_9y,0,no
151,56,entrepreneur,married,unknown,0,yes
152,39,services,divorced,high_school,0,yes
153,56,entrepreneur,married,unknown,0,no
154,40,blue-collar,married,unknown,0,yes
155,36,blue-collar,married,basic_9y,0,yes
156,51,blue-collar,married,unknown,0,yes
157,51,blue-collar,married,unknown,0,no
158,43,technician,single,professional_course,0,yes
159,59,services,married,high_school,0,no
160,24,management,single,university_degree,0,yes
161,37,blue-collar,single,basic_9y,0,yes
162,40,blue-collar,married,basic_9y,0,no
163,42,blue-collar,married,basic_9y,0,no
164,39,services,divorced,high_school,0,no
165,37,entrepreneur,married,basic_6y,0,no
166,38,services,married,high_school,0,yes
167,56,admin,divorced,unknown,0,no
168,40,blue-collar,married,unknown,0,no
169,54,management,divorced,university_degree,0,yes
170,43,blue-collar,married,high_school,0,no
171,36,services,married,high_school,0,no
172,45,technician,married,university_degree,0,yes
173,42,admin,single,university_degree,0,no
174,43,services,married,high_school,0,no
175,46,management,married,basic_9y,0,no
176,44,services,married,high_school,0,yes
177,51,admin,single,basic_6y,0,no
178,28,services,married,high_school,0,yes
179,37,blue-collar,married,basic_9y,0,no
180,34,technician,married,high_school,0,no
181,46,blue-collar,married,basic_6y,0,yes
182,42,blue-collar,married,basic_9y,0,yes
183,36,admin,married,university_degree,0,yes
184,54,blue-collar,married,basic_4y,0,no
185,57,management,married,university_degree,0,no
186,51,technician,married,basic_6y,0,no
187,54,retired,married,high_school,0,no
188,49,blue-collar,married,basic_4y,0,no
189,34,admin,married,university_degree,0,yes
190,41,technician,married,professional_course,0,no
191,38,blue-collar,single,basic_9y,0,yes
192,45,management,divorced,university_degree,0,no
193,42,technician,married,university_degree,0,no
194,34,blue-collar,single,basic_9y,0,yes
195,48,blue-collar,married,basic_4y,0,yes
196,37,admin,married,high_school,0,yes
197,34,blue-collar,single,basic_9y,0,no
198,40,admin,married,basic_9y,0,yes
199,43,blue-collar,married,basic_6y,0,yes
200,33,services,married,high_school,0,no
201,32,services,single,basic_6y,0,no
202,39,blue-collar,married,high_school,0,yes
203,43,admin,married,unknown,0,no
204,44,blue-collar,married,basic_9y,0,yes
205,35,student,single,university_degree,0,no
206,35,student,single,university_degree,0,yes
207,35,unemployed,married,professional_course,0,no
208,36,services,single,basic_4y,0,no
209,35,student,single,university_degree,0,yes
210,36,student,single,basic_9y,0,yes
211,55,housemaid,divorced,university_degree,0,no
212,59,admin,married,university_degree,0,no
213,57,retired,married,unknown,0,no
214,39,blue-collar,married,professional_course,0,yes
215,39,housemaid,married,basic_4y,0,yes
216,30,blue-collar,single,unknown,0,yes
217,30,blue-collar,single,unknown,0,yes
218,50,housemaid,married,basic_4y,0,no
219,40,services,married,high_school,0,no
220,35,admin,married,high_school,0,yes
221,43,technician,married,unknown,0,no
222,36,services,single,basic_6y,0,yes
223,46,technician,married,basic_4y,0,yes
224,40,technician,married,basic_9y,0,no
225,58,retired,married,university_degree,0,no
226,42,technician,married,university_degree,0,no
227,35,admin,single,university_degree,0,no
228,43,retired,married,basic_4y,0,no
229,45,blue-collar,married,basic_4y,0,yes
230,39,admin,married,professional_course,0,yes
231,50,services,divorced,professional_course,0,yes
232,32,management,divorced,basic_4y,0,yes
233,39,admin,married,high_school,0,no
234,52,self-employed,married,university_degree,0,no
235,44,admin,married,professional_course,0,yes
236,56,blue-collar,married,basic_4y,0,no
237,48,admin,married,high_school,0,no
238,33,services,married,high_school,0,no
239,43,management,married,university_degree,0,no
240,57,retired,married,high_school,0,no
241,36,technician,single,professional_course,0,no
242,34,management,married,university_degree,0,yes
243,34,services,single,basic_9y,0,no
244,30,technician,married,university_degree,0,no
245,33,services,divorced,unknown,0,no
246,32,technician,single,professional_course,0,no
247,36,technician,single,high_school,0,yes
248,36,blue-collar,single,high_school,0,no
249,33,services,single,high_school,0,no
250,40,technician,divorced,professional_course,0,no
251,41,blue-collar,married,basic_4y,0,yes
252,51,services,married,basic_6y,0,yes
253,36,technician,married,professional_course,0,yes
254,28,services,married,unknown,0,no
255,53,services,married,high_school,0,yes
256,58,blue-collar,married,basic_9y,0,yes
257,45,management,married,basic_9y,0,no
258,43,technician,married,unknown,0,yes
259,33,admin,married,high_school,0,no
260,33,admin,married,high_school,0,no
261,27,blue-collar,single,basic_6y,0,unknown
262,42,technician,married,high_school,0,no
263,43,admin,divorced,basic_9y,0,no
264,42,admin,married,university_degree,0,no
265,27,blue-collar,single,basic_6y,0,no
266,34,self-employed,single,university_degree,0,yes
267,31,student,single,university_degree,0,no
268,54,management,divorced,university_degree,0,no
269,40,self-employed,married,basic_4y,0,no
270,52,unemployed,married,high_school,0,yes
271,47,management,divorced,university_degree,0,no
272,49,housemaid,married,basic_9y,0,no
273,32,admin,single,high_school,0,no
274,49,housemaid,single,high_school,0,yes
275,50,blue-collar,married,basic_9y,0,no
276,34,services,married,high_school,0,no
277,55,blue-collar,married,basic_4y,0,no
278,47,technician,single,basic_9y,0,no
279,51,retired,married,professional_course,0,no
280,47,blue-collar,married,basic_6y,0,no
281,56,technician,married,basic_4y,0,yes
282,53,admin,married,basic_9y,0,no
283,36,blue-collar,married,basic_9y,0,yes
284,42,blue-collar,divorced,basic_9y,0,yes
285,44,blue-collar,divorced,basic_6y,0,no
286,39,housemaid,married,basic_9y,0,yes
287,37,admin,single,high_school,0,yes
288,60,blue-collar,married,unknown,0,yes
289,36,services,married,high_school,0,no
290,42,management,divorced,university_degree,0,yes
291,31,admin,married,high_school,0,yes
292,53,technician,divorced,professional_course,0,no
293,45,blue-collar,married,basic_4y,0,yes
294,37,technician,single,professional_course,0,yes
295,47,self-employed,married,professional_course,0,no
296,49,blue-collar,divorced,high_school,0,no
297,36,admin,married,university_degree,0,yes
298,35,services,divorced,high_school,0,no
299,38,unknown,married,unknown,0,no
300,38,services,single,high_school,0,no
301,50,blue-collar,divorced,high_school,0,no
302,59,retired,married,professional_course,0,no
303,43,unknown,married,unknown,0,yes
304,42,admin,married,high_school,0,yes
305,40,admin,married,basic_6y,0,yes
306,46,blue-collar,married,unknown,0,no
307,57,housemaid,divorced,basic_4y,0,yes
308,42,admin,married,university_degree,0,yes
309,41,blue-collar,married,basic_4y,0,yes
310,54,management,divorced,university_degree,0,yes
311,27,admin,single,university_degree,0,no
312,36,admin,married,high_school,0,no
313,58,blue-collar,married,professional_course,0,yes
314,40,management,married,university_degree,0,yes
315,34,admin,single,basic_9y,0,no
316,33,admin,divorced,high_school,0,no
317,56,retired,married,basic_6y,0,no
318,42,blue-collar,married,basic_9y,0,no
319,43,services,married,high_school,0,yes
320,54,management,single,basic_9y,0,yes
321,53,admin,single,basic_6y,0,yes
322,42,technician,single,unknown,0,no
323,40,services,married,basic_6y,0,no
324,54,technician,married,professional_course,0,yes
325,40,housemaid,single,professional_course,0,no
326,26,admin,single,university_degree,0,yes
327,33,admin,married,high_school,0,no
328,35,blue-collar,married,basic_9y,0,no
329,36,admin,married,high_school,0,no
330,29,services,single,high_school,0,yes
331,36,blue-collar,married,basic_9y,0,yes
332,35,management,married,high_school,0,yes
333,50,self-employed,single,university_degree,0,no
334,46,services,married,high_school,0,yes
335,49,entrepreneur,married,high_school,0,yes
336,42,technician,single,professional_course,0,yes
337,36,blue-collar,single,high_school,0,yes
338,55,blue-collar,married,basic_9y,0,yes
339,41,management,married,university_degree,0,no
340,57,management,married,professional_course,0,yes
341,32,services,single,high_school,0,yes
342,49,admin,married,basic_9y,0,no
343,57,unknown,married,unknown,0,yes
344,58,blue-collar,divorced,basic_4y,0,yes
345,52,technician,married,high_school,0,yes
346,50,services,divorced,professional_course,0,no
347,41,blue-collar,single,basic_9y,0,yes
348,33,entrepreneur,married,university_degree,0,yes
349,57,blue-collar,married,basic_4y,0,no
350,48,blue-collar,married,basic_6y,0,no
351,55,technician,married,professional_course,0,no
352,38,management,married,university_degree,0,no
353,38,services,married,high_school,0,yes
354,53,admin,married,university_degree,0,yes
355,43,unemployed,single,university_degree,0,no
356,36,blue-collar,single,high_school,0,no
357,32,blue-collar,married,basic_9y,0,no
358,33,services,married,basic_4y,0,no
359,58,entrepreneur,married,basic_4y,0,yes
360,40,unemployed,divorced,high_school,0,no
361,57,management,married,university_degree,0,yes
362,45,technician,married,high_school,0,yes
363,42,blue-collar,married,basic_4y,0,yes
364,46,admin,married,university_degree,0,yes
365,36,technician,married,university_degree,0,no
366,41,self-employed,married,high_school,0,yes
367,57,admin,divorced,basic_9y,0,no
368,49,blue-collar,married,basic_9y,0,yes
369,56,management,divorced,high_school,0,no
370,37,blue-collar,married,basic_9y,0,no
371,37,blue-collar,married,basic_9y,0,no
372,46,admin,single,high_school,0,yes
373,22,blue-collar,single,basic_9y,0,yes
374,43,services,married,high_school,0,no
375,49,blue-collar,married,unknown,0,no
376,41,technician,married,basic_6y,0,yes
377,38,admin,single,university_degree,0,no
378,33,admin,married,basic_9y,0,no
379,49,admin,married,university_degree,0,yes
380,30,blue-collar,single,unknown,0,no
381,33,admin,married,basic_9y,0,yes
382,34,management,single,university_degree,0,no
383,30,student,single,unknown,0,no
384,59,management,married,basic_4y,0,yes
385,59,management,married,basic_4y,0,unknown
386,41,self-employed,married,university_degree,0,no
387,48,housemaid,married,basic_6y,0,yes
388,28,unknown,single,unknown,0,yes
389,44,services,married,high_school,0,yes
390,59,retired,unknown,university_degree,0,no
391,50,management,married,high_school,0,no
392,35,admin,married,university_degree,0,no
393,42,admin,married,high_school,0,no
394,45,admin,married,basic_9y,0,no
395,36,technician,married,professional_course,0,no
396,56,services,married,high_school,0,no
397,29,blue-collar,divorced,basic_4y,0,no
398,41,self-employed,married,university_degree,0,yes
399,42,blue-collar,married,basic_9y,0,no
400,52,services,single,high_school,0,no
401,48,services,married,high_school,0,unknown
402,31,blue-collar,married,high_school,0,yes
403,43,unemployed,married,university_degree,0,yes
404,36,blue-collar,married,basic_4y,0,no
405,42,entrepreneur,married,university_degree,0,yes
406,52,services,divorced,basic_6y,0,no
407,39,admin,married,high_school,0,yes
408,36,services,married,high_school,0,no
409,42,blue-collar,married,basic_9y,0,yes
410,41,admin,married,high_school,0,no
411,55,technician,married,basic_4y,0,no
412,30,blue-collar,married,basic_9y,0,no
413,57,retired,unknown,basic_4y,0,no
414,45,entrepreneur,married,basic_4y,0,yes
415,51,blue-collar,married,basic_4y,0,yes
416,39,self-employed,single,basic_9y,0,yes
417,47,admin,married,high_school,0,no
418,27,services,married,high_school,0,yes
419,34,technician,single,university_degree,0,yes
420,57,blue-collar,married,basic_4y,0,yes
421,43,entrepreneur,married,basic_4y,0,no
422,49,blue-collar,married,basic_4y,0,no
423,39,management,married,university_degree,0,no
424,38,blue-collar,married,basic_4y,0,yes
425,49,blue-collar,married,basic_9y,0,no
426,58,management,married,basic_6y,0,no
427,43,technician,married,professional_course,0,yes
428,50,unknown,married,unknown,0,yes
429,31,services,married,high_school,0,no
430,43,self-employed,divorced,university_degree,0,no
431,43,self-employed,married,basic_9y,0,no
432,30,self-employed,single,university_degree,0,yes
433,27,services,single,professional_course,0,yes
434,51,services,married,unknown,0,no
435,37,technician,married,professional_course,0,yes
436,46,housemaid,married,basic_9y,0,yes
437,35,blue-collar,married,professional_course,0,no
438,47,admin,divorced,university_degree,0,no
439,46,management,married,unknown,0,yes
440,40,technician,married,professional_course,0,no
441,26,housemaid,married,university_degree,0,no
442,32,blue-collar,divorced,basic_9y,0,no
443,45,management,married,university_degree,0,yes
444,34,admin,married,basic_9y,0,no
445,47,blue-collar,married,unknown,0,no
446,42,technician,married,professional_course,0,no
447,57,technician,married,basic_4y,0,no
448,57,technician,married,basic_4y,0,no
449,38,blue-collar,married,basic_4y,0,no
450,57,technician,married,basic_4y,0,no
451,28,student,single,basic_9y,0,yes
452,60,management,married,university_degree,0,no
453,48,admin,married,university_degree,0,yes
454,47,technician,married,professional_course,0,yes
455,40,admin,married,high_school,0,no
456,51,management,married,professional_course,0,yes
457,48,unemployed,single,basic_4y,0,yes
458,54,housemaid,married,basic_4y,0,no
459,40,blue-collar,married,basic_6y,0,no
460,44,admin,single,basic_9y,0,no
461,42,technician,divorced,high_school,0,no
462,52,self-employed,married,university_degree,0,yes
463,31,blue-collar,single,basic_9y,0,yes
464,32,services,married,high_school,0,no
465,44,admin,married,high_school,0,yes
466,39,management,married,basic_6y,0,no
467,57,management,married,professional_course,0,yes
468,52,admin,married,basic_4y,0,yes
469,42,management,married,university_degree,0,no
470,42,technician,single,professional_course,0,unknown
471,43,management,married,professional_course,0,yes
472,31,admin,divorced,high_school,0,no
473,29,admin,married,university_degree,0,yes
474,57,blue-collar,divorced,basic_4y,0,no
475,44,blue-collar,married,basic_9y,0,no
476,59,unknown,married,unknown,0,no
477,39,blue-collar,married,basic_4y,0,no
478,57,retired,married,university_degree,0,no
479,41,management,married,unknown,0,no
480,37,technician,single,high_school,0,no
481,38,services,married,high_school,0,yes
482,42,retired,married,basic_4y,0,no
483,49,unknown,married,unknown,0,yes
484,54,management,married,basic_6y,0,yes
485,36,admin,married,university_degree,0,unknown
486,32,admin,single,university_degree,0,no
487,35,technician,married,professional_course,0,yes
488,45,housemaid,married,professional_course,0,no
489,56,technician,married,unknown,0,yes
490,34,technician,married,university_degree,0,yes
491,41,unemployed,married,basic_9y,0,no
492,41,services,married,basic_9y,0,no
493,36,blue-collar,married,basic_9y,0,no
494,32,admin,single,university_degree,0,unknown
495,31,services,married,high_school,0,unknown
496,38,technician,married,professional_course,0,yes
497,35,admin,divorced,university_degree,0,yes
498,53,admin,married,professional_course,0,yes
499,51,admin,married,basic_6y,0,yes
500,56,entrepreneur,married,university_degree,0,no
501,33,admin,married,basic_9y,0,unknown
502,33,admin,married,basic_9y,0,no
503,51,services,divorced,high_school,0,yes
504,39,services,married,high_school,0,yes
505,45,entrepreneur,married,university_degree,0,no
506,40,technician,single,university_degree,0,no
507,60,unknown,single,unknown,0,yes
508,33,technician,married,university_degree,0,yes
509,47,blue-collar,married,high_school,0,yes
510,48,blue-collar,married,basic_4y,0,no
511,43,entrepreneur,married,high_school,0,no
512,37,management,married,university_degree,0,yes
513,50,services,married,basic_9y,0,yes
514,59,entrepreneur,married,high_school,0,yes
515,32,technician,married,unknown,0,yes
516,42,housemaid,single,basic_4y,0,yes
517,52,blue-collar,married,basic_4y,0,no
518,42,blue-collar,married,unknown,0,no
519,42,admin,married,unknown,0,no
520,40,management,married,basic_9y,0,unknown
521,38,blue-collar,married,basic_9y,0,no
522,39,blue-collar,married,basic_6y,0,yes
523,39,blue-collar,married,basic_6y,0,no
524,38,admin,married,high_school,0,no
525,47,admin,single,unknown,0,yes
526,30,services,single,high_school,0,no
527,38,admin,divorced,high_school,0,yes
528,39,technician,divorced,university_degree,0,no
529,44,admin,married,high_school,0,no
530,36,admin,married,high_school,0,no
531,41,services,married,high_school,0,yes
532,41,blue-collar,married,basic_6y,0,no
533,35,blue-collar,married,basic_9y,0,no
534,41,technician,married,high_school,0,no
535,36,services,married,high_school,0,no
536,35,admin,single,high_school,0,yes
537,33,blue-collar,single,basic_4y,0,no
538,38,admin,single,basic_6y,0,no
539,33,self-employed,married,university_degree,0,no
540,55,self-employed,married,unknown,0,no
541,36,blue-collar,single,basic_9y,0,no
542,57,technician,married,professional_course,0,no
543,32,entrepreneur,single,university_degree,0,yes
544,30,self-employed,single,high_school,0,yes
545,43,admin,married,professional_course,0,yes
546,46,admin,married,university_degree,0,no
547,35,admin,divorced,high_school,0,no
548,34,admin,single,university_degree,0,yes
549,50,blue-collar,married,basic_4y,0,unknown
550,39,admin,single,university_degree,0,no
551,39,blue-collar,married,basic_9y,0,no
552,42,entrepreneur,married,basic_6y,0,no
553,57,retired,married,university_degree,0,yes
554,45,blue-collar,married,basic_4y,0,no
555,40,technician,married,basic_4y,0,no
556,42,blue-collar,married,high_school,0,no
557,40,technician,married,basic_4y,0,no
558,38,blue-collar,single,basic_4y,0,no
559,39,blue-collar,married,basic_6y,0,yes
560,41,blue-collar,married,basic_4y,0,no
561,39,blue-collar,married,basic_6y,0,yes
562,41,blue-collar,married,basic_4y,0,yes
563,45,admin,married,university_degree,0,no
564,35,admin,divorced,university_degree,0,unknown
565,35,admin,married,basic_6y,0,yes
566,49,blue-collar,married,high_school,0,no
567,36,technician,married,unknown,0,no
568,23,admin,single,university_degree,0,no
569,43,unemployed,married,university_degree,0,unknown
570,49,entrepreneur,married,professional_course,0,unknown
571,36,technician,married,professional_course,0,unknown
572,51,blue-collar,married,basic_9y,0,yes
573,56,retired,married,basic_4y,0,yes
574,45,housemaid,married,high_school,0,no
575,42,admin,married,high_school,0,no
576,41,admin,divorced,high_school,0,no
577,32,services,married,high_school,0,no
578,46,management,married,university_degree,0,no
579,37,blue-collar,married,unknown,0,no
580,53,management,married,university_degree,0,no
581,30,blue-collar,married,basic_4y,0,no
582,45,unknown,married,unknown,0,no
583,24,technician,single,professional_course,0,no
584,45,unknown,married,unknown,0,no
585,34,admin,single,university_degree,0,no
586,41,management,married,university_degree,0,no
587,59,blue-collar,married,basic_4y,0,yes
588,45,blue-collar,married,basic_4y,0,no
589,54,blue-collar,married,basic_6y,0,no
590,32,technician,married,professional_course,0,no
591,33,technician,married,professional_course,0,yes
592,32,admin,married,university_degree,0,no
593,34,services,single,high_school,0,unknown
594,46,management,married,university_degree,0,no
595,57,technician,married,professional_course,0,yes
596,42,technician,married,basic_9y,0,no
597,48,admin,married,professional_course,0,yes
598,58,admin,divorced,university_degree,0,yes
599,34,services,married,high_school,0,no
600,32,admin,single,university_degree,0,yes
601,48,blue-collar,married,basic_9y,0,no
602,47,blue-collar,married,basic_9y,0,no
603,31,services,married,high_school,0,no
604,32,admin,single,university_degree,0,yes
605,32,admin,single,university_degree,0,no
606,36,services,married,high_school,0,no
607,53,blue-collar,married,basic_4y,0,no
608,37,blue-collar,married,basic_9y,0,no
609,50,services,married,high_school,0,no
610,46,blue-collar,married,basic_6y,0,yes
611,41,admin,married,high_school,0,no
612,43,blue-collar,single,basic_4y,0,no
613,51,management,married,university_degree,0,yes
614,38,admin,married,university_degree,0,yes
615,41,technician,married,basic_6y,0,yes
616,39,services,married,high_school,0,no
617,52,blue-collar,married,basic_4y,0,no
618,37,technician,married,professional_course,0,yes
619,41,admin,married,basic_9y,0,yes
620,46,admin,divorced,university_degree,0,yes
621,47,technician,married,professional_course,0,no
622,35,technician,married,professional_course,0,no
623,38,services,married,high_school,0,no
624,30,blue-collar,single,unknown,0,yes
625,46,blue-collar,married,basic_9y,0,yes
626,30,technician,married,professional_course,0,no
627,35,services,single,basic_4y,0,no
628,58,admin,married,unknown,0,yes
629,40,technician,married,professional_course,0,no
630,34,technician,married,university_degree,0,no
631,30,admin,single,university_degree,0,no
632,38,services,married,basic_6y,0,no
633,55,management,single,basic_4y,0,no
634,55,management,married,university_degree,0,yes
635,45,technician,single,professional_course,0,yes
636,36,admin,married,university_degree,0,yes
637,32,admin,single,university_degree,0,no
638,35,technician,married,unknown,0,yes
639,55,management,divorced,university_degree,0,yes
640,49,housemaid,married,basic_4y,0,unknown
641,29,admin,married,high_school,0,yes
642,34,blue-collar,married,basic_4y,0,yes
643,54,retired,married,high_school,0,yes
644,36,technician,single,professional_course,0,no
645,30,management,single,university_degree,0,yes
646,33,housemaid,divorced,university_degree,0,no
647,37,blue-collar,married,high_school,0,no
648,36,technician,married,basic_9y,0,yes
649,33,blue-collar,married,high_school,0,no
650,32,housemaid,married,high_school,0,yes
651,32,housemaid,married,high_school,0,no
652,50,blue-collar,married,basic_4y,0,yes
653,39,blue-collar,married,basic_9y,0,no
654,51,blue-collar,divorced,unknown,0,yes
655,33,services,married,high_school,0,no
656,33,services,married,basic_4y,0,no
657,56,management,married,university_degree,0,no
658,39,management,divorced,university_degree,0,yes
659,33,self-employed,single,university_degree,0,no
660,59,retired,divorced,basic_4y,0,no
661,42,admin,single,unknown,0,yes
662,43,services,married,high_school,0,no
663,35,admin,married,university_degree,0,unknown
664,46,blue-collar,married,basic_6y,0,yes
665,27,technician,married,basic_9y,0,no
666,47,admin,divorced,university_degree,0,yes
667,31,admin,single,university_degree,0,no
668,32,blue-collar,married,basic_9y,0,yes
669,54,admin,married,high_school,0,no
670,56,management,married,university_degree,0,no
671,48,services,single,high_school,0,yes
672,44,admin,married,high_school,0,yes
673,46,admin,married,high_school,0,no
674,45,services,married,high_school,0,yes
675,43,admin,married,professional_course,0,no
676,40,admin,single,high_school,0,no
677,56,management,married,university_degree,0,yes
678,47,entrepreneur,married,professional_course,0,no
679,39,management,divorced,university_degree,0,yes
680,48,technician,married,basic_4y,0,no
681,45,housemaid,married,professional_course,0,yes
682,36,self-employed,married,university_degree,0,no
683,49,management,married,professional_course,0,yes
684,46,services,married,high_school,0,no
685,38,blue-collar,married,basic_9y,0,yes
686,50,housemaid,married,basic_4y,0,yes
687,27,admin,single,high_school,0,yes
688,40,technician,married,professional_course,0,yes
689,46,management,married,university_degree,0,yes
690,40,admin,divorced,university_degree,0,yes
691,33,management,single,university_degree,0,no
692,54,retired,married,high_school,0,yes
693,52,blue-collar,married,basic_4y,0,yes
694,53,admin,married,university_degree,0,yes
695,49,services,married,high_school,0,no
696,42,blue-collar,married,basic_4y,0,no
697,49,housemaid,married,basic_4y,0,no
698,40,entrepreneur,married,basic_9y,0,no
699,59,admin,married,university_degree,0,no
700,51,self-employed,married,basic_9y,0,yes
701,57,housemaid,married,basic_6y,0,yes
702,38,self-employed,divorced,basic_9y,0,yes
703,52,self-employed,married,university_degree,0,no
704,26,unemployed,single,basic_9y,0,yes
705,35,admin,married,university_degree,0,yes
706,51,admin,married,university_degree,0,no
707,43,blue-collar,married,basic_4y,0,yes
708,42,admin,married,high_school,0,yes
709,60,retired,divorced,university_degree,0,yes
710,36,blue-collar,married,basic_9y,0,yes
711,57,management,married,university_degree,0,no
712,35,student,single,university_degree,0,no
